0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+03,1.640546040990771246e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,9.642879549599155942e-01,-3.000000000000000000e+03,1.640546040990771246e+02
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.980526406239739412e+00,-3.000000000000000000e+03,1.630903161441172244e+02
1.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,6.925340767439394085e+00,-3.000000000000000000e+03,1.610740776928373919e+02
1.000000000000000000e+00,3.300000000000000000e+01,2.000000000000000000e+00,1.095781766999904150e+01,-3.000000000000000000e+03,1.571292633316377305e+02
1.000000000000000000e+00,4.900000000000000000e+01,5.000000000000000000e+00,1.490263203119869573e+01,-3.000000000000000000e+03,1.530967864290780938e+02
1.000000000000000000e+00,6.800000000000000000e+01,1.000000000000000000e+01,1.893510893375834314e+01,-3.000000000000000000e+03,1.491519720678784608e+02
1.000000000000000000e+00,8.900000000000000000e+01,1.800000000000000000e+01,2.393187379127790493e+01,-3.000000000000000000e+03,1.451194951653187957e+02
1.000000000000000000e+00,1.130000000000000000e+02,2.800000000000000000e+01,2.787668815247755916e+01,-3.000000000000000000e+03,1.401227303077992303e+02
1.000000000000000000e+00,1.390000000000000000e+02,4.200000000000000000e+01,3.190916505503720657e+01,-3.000000000000000000e+03,1.361779159465995974e+02
1.000000000000000000e+00,1.670000000000000000e+02,6.000000000000000000e+01,3.681826737119677517e+01,-3.000000000000000000e+03,1.321454390440399322e+02
2.000000000000000000e+00,1.960000000000000000e+02,8.100000000000000000e+01,4.085074427375641903e+01,-3.000000000000000000e+03,1.272363367278803565e+02
2.000000000000000000e+00,2.260000000000000000e+02,1.070000000000000000e+02,4.479555863495607326e+01,-3.000000000000000000e+03,1.232038598253207198e+02
2.000000000000000000e+00,2.560000000000000000e+02,1.380000000000000000e+02,4.979232349247563860e+01,-3.000000000000000000e+03,1.192590454641210727e+02
2.000000000000000000e+00,2.860000000000000000e+02,1.730000000000000000e+02,5.382480039503528246e+01,-3.000000000000000000e+03,1.142622806066014931e+02
2.000000000000000000e+00,3.150000000000000000e+02,2.120000000000000000e+02,5.776961475623493669e+01,-3.000000000000000000e+03,1.102298037040418563e+02
2.000000000000000000e+00,3.420000000000000000e+02,2.570000000000000000e+02,6.180209165879458055e+01,-3.000000000000000000e+03,1.062849893428422092e+02
2.000000000000000000e+00,3.680000000000000000e+02,3.060000000000000000e+02,6.679885651631414589e+01,-3.000000000000000000e+03,1.022525124402825583e+02
2.000000000000000000e+00,3.920000000000000000e+02,3.610000000000000000e+02,7.074367087751380723e+01,-3.000000000000000000e+03,9.725574758276299292e+01
2.000000000000000000e+00,4.110000000000000000e+02,4.180000000000000000e+02,7.477614778007345819e+01,-3.000000000000000000e+03,9.331093322156333159e+01
3.000000000000000000e+00,4.260000000000000000e+02,4.760000000000000000e+02,7.977291263759302353e+01,-3.000000000000000000e+03,8.927845631900368062e+01
3.000000000000000000e+00,4.370000000000000000e+02,5.350000000000000000e+02,8.371772699879268487e+01,-3.000000000000000000e+03,8.428169146148411528e+01
3.000000000000000000e+00,4.440000000000000000e+02,5.950000000000000000e+02,8.775020390135233583e+01,-3.000000000000000000e+03,8.033687710028446816e+01
3.000000000000000000e+00,4.460000000000000000e+02,6.540000000000000000e+02,9.169501826255199717e+01,-3.000000000000000000e+03,7.630440019772481719e+01
3.000000000000000000e+00,4.430000000000000000e+02,7.150000000000000000e+02,9.669178312007156251e+01,-3.000000000000000000e+03,7.235958583652512743e+01
3.000000000000000000e+00,4.360000000000000000e+02,7.740000000000000000e+02,1.007242600226312135e+02,-3.000000000000000000e+03,6.736282097900557631e+01
