t_sec,x_mm,y_mm,theta_deg,cte_mm,head_err_deg
84.000,-3653.000,-1386.000,134.562,28.284,0.438
84.000,-3682.000,-1358.000,134.562,27.577,0.438
84.000,-3710.000,-1330.000,134.562,28.284,0.438
85.000,-3739.000,-1302.000,134.562,28.284,0.438
85.000,-3767.000,-1273.000,134.562,28.991,0.438
85.000,-3796.000,-1245.000,134.562,28.284,0.438
85.000,-3824.000,-1217.000,134.562,28.991,0.438
85.000,-3853.000,-1189.000,134.562,28.991,0.438
85.000,-3881.000,-1161.000,134.562,29.698,0.438
85.000,-3909.000,-1133.000,134.562,29.698,0.438
85.000,-3937.000,-1105.000,134.562,29.698,0.438
85.000,-3965.000,-1076.000,134.562,29.698,0.438
86.000,-3993.000,-1048.000,134.562,28.991,0.438
86.000,-4022.000,-1019.000,134.562,28.991,0.438
86.000,-4050.000,-991.000,133.598,28.991,0.438
86.000,-4078.000,-962.000,133.598,28.991,1.402
86.000,-4106.000,-934.000,134.562,28.284,1.402
86.000,-4134.000,-905.000,134.562,28.284,0.438
86.000,-4162.000,-877.000,134.562,27.577,0.438
86.000,-4191.000,-849.000,134.562,27.577,0.438
86.000,-4219.000,-821.000,134.562,28.284,0.438
87.000,-4247.000,-793.000,134.562,28.284,0.438
87.000,-4276.000,-765.000,134.562,28.284,0.438
87.000,-4304.000,-737.000,134.562,28.991,0.438
87.000,-4333.000,-709.000,134.562,28.991,0.438
87.000,-4361.000,-680.000,134.562,29.698,0.438
87.000,-4390.000,-652.000,134.562,28.991,0.438
87.000,-4418.000,-624.000,134.562,29.698,0.438
87.000,-4446.000,-596.000,134.562,29.698,0.438
87.000,-4474.000,-567.000,134.562,29.698,0.438
88.000,-4502.000,-539.000,134.562,28.991,0.438
88.000,-4531.000,-511.000,134.562,28.991,0.438
88.000,-4559.000,-482.000,133.598,29.698,0.438
88.000,-4587.000,-453.000,133.598,28.991,1.402
88.000,-4615.000,-425.000,134.562,28.284,1.402
88.000,-4643.000,-396.000,134.562,28.284,0.438
88.000,-4671.000,-368.000,134.562,27.577,0.438
88.000,-4700.000,-340.000,134.562,27.577,0.438
88.000,-4729.000,-312.000,134.562,28.284,0.438
88.000,-4757.000,-284.000,134.562,28.991,0.438
89.000,-4786.000,-255.000,134.562,-284.000,0.438
89.000,-4814.000,-227.000,134.562,-255.000,-134.562
89.000,-4842.000,-199.000,133.598,-227.000,-134.562
89.000,-4870.000,-170.000,131.581,-199.000,-133.598
89.000,-4897.000,-140.000,127.637,-170.000,-131.581
89.000,-4922.000,-109.000,123.604,-140.000,-127.637
89.000,-4944.000,-76.000,119.659,-109.000,-123.604
89.000,-4964.000,-41.000,115.627,-76.000,-119.659
89.000,-4981.000,-5.000,110.630,-41.000,-115.627
90.000,-4996.000,33.000,106.685,-5.000,-110.630
90.000,-5008.000,71.000,102.653,33.000,-106.685
90.000,-5016.000,110.000,97.744,71.000,-102.653
90.000,-5022.000,149.000,93.711,110.000,-97.744
90.000,-5025.000,189.000,89.679,149.000,-93.711
90.000,-5025.000,229.000,84.770,189.000,-89.679
90.000,-5022.000,269.000,80.737,229.000,-84.770
90.000,-5015.000,308.000,76.792,269.000,-80.737
90.000,-5006.000,347.000,72.760,308.000,-76.792
91.000,-4994.000,385.000,67.763,347.000,-72.760
91.000,-4980.000,422.000,63.818,385.000,-67.763
91.000,-4962.000,458.000,59.786,422.000,-63.818
91.000,-4942.000,493.000,54.789,458.000,-59.786
91.000,-4919.000,526.000,50.844,493.000,-54.789
91.000,-4894.000,557.000,46.812,526.000,-50.844
91.000,-4867.000,586.000,41.815,557.000,-46.812
91.000,-4837.000,613.000,37.870,586.000,-41.815
91.000,-4805.000,638.000,33.838,613.000,-37.870
92.000,-4772.000,660.000,29.893,638.000,-33.838
92.000,-4737.000,680.000,24.896,660.000,-29.893
92.000,-4701.000,697.000,20.864,680.000,-24.896
92.000,-4664.000,711.000,16.919,697.000,-20.864
92.000,-4626.000,723.000,11.922,711.000,-16.919
92.000,-4587.000,731.000,7.977,723.000,-11.922
92.000,-4547.000,737.000,3.945,731.000,-7.977
92.000,-4507.000,739.000,-0.964,737.000,-3.945
92.000,-4468.000,739.000,-4.909,739.000,0.964
93.000,-4428.000,736.000,-8.942,739.000,4.909
93.000,-4389.000,730.000,-12.886,736.000,8.942
93.000,-4350.000,720.000,-16.919,730.000,12.886
93.000,-4311.000,709.000,-18.935,720.000,16.919
93.000,-4273.000,696.000,-16.919,709.000,18.935
93.000,-4235.000,684.000,-12.886,696.000,16.919
93.000,-4196.000,675.000,-10.958,684.000,12.886
93.000,-4156.000,667.000,-9.906,675.000,10.958
93.000,-4117.000,660.000,-10.958,667.000,9.906
93.000,-4077.000,653.000,-11.922,660.000,10.958
94.000,-4038.000,645.000,-11.922,653.000,11.922
94.000,-3999.000,636.000,-11.922,645.000,11.922
94.000,-3960.000,627.000,-11.922,636.000,11.922
94.000,-3921.000,619.000,-11.922,627.000,11.922
94.000,-3882.000,610.000,-11.922,619.000,11.922
94.000,-3843.000,602.000,-10.958,610.000,11.922
94.000,-3803.000,594.000,-10.958,602.000,10.958
94.000,-3764.000,586.000,-10.958,594.000,10.958
94.000,-3725.000,579.000,-10.958,586.000,10.958
95.000,-3686.000,571.000,-10.958,579.000,10.958
95.000,-3646.000,564.000,-9.906,571.000,10.958
95.000,-3607.000,557.000,-9.906,564.000,9.906
95.000,-3568.000,550.000,-9.906,557.000,9.906
95.000,-3529.000,542.000,-9.906,550.000,9.906
95.000,-3489.000,535.000,-10.958,542.000,9.906
95.000,-3450.000,528.000,-10.958,535.000,10.958
95.000,-3411.000,520.000,-9.906,528.000,10.958
95.000,-3371.000,514.000,-8.942,520.000,9.906
96.000,-3332.000,507.000,-8.942,514.000,8.942
96.000,-3292.000,501.000,-8.942,507.000,8.942
96.000,-3253.000,495.000,-8.942,501.000,8.942
96.000,-3213.000,488.000,-8.942,495.000,8.942
96.000,-3174.000,482.000,-8.942,488.000,8.942
96.000,-3134.000,475.000,-8.942,482.000,8.942
96.000,-3095.000,468.000,-8.942,475.000,8.942
96.000,-3056.000,462.000,-8.942,468.000,8.942
96.000,-3016.000,456.000,-8.942,462.000,8.942
97.000,-2977.000,449.000,-8.942,456.000,8.942
97.000,-2938.000,443.000,-7.977,449.000,8.942
97.000,-2898.000,438.000,-7.977,443.000,7.977
97.000,-2859.000,432.000,-7.977,438.000,7.977
97.000,-2819.000,427.000,-7.977,432.000,7.977
97.000,-2779.000,421.000,-7.977,427.000,7.977
97.000,-2740.000,416.000,-7.977,421.000,7.977
97.000,-2700.000,410.000,-6.925,416.000,7.977
97.000,-2660.000,405.000,-6.925,410.000,6.925
98.000,-2621.000,400.000,-7.977,405.000,6.925
98.000,-2581.000,395.000,-7.977,400.000,7.977
98.000,-2541.000,389.000,-6.925,395.000,7.977
98.000,-2502.000,384.000,-6.925,389.000,6.925
98.000,-2462.000,379.000,-6.925,384.000,6.925
98.000,-2422.000,374.000,-6.925,379.000,6.925
98.000,-2382.000,370.000,-6.925,374.000,6.925
98.000,-2343.000,365.000,-6.925,370.000,6.925
98.000,-2303.000,360.000,-6.925,365.000,6.925
98.000,-2264.000,355.000,-6.925,360.000,6.925
99.000,-2224.000,350.000,-5.961,355.000,6.925
99.000,-2184.000,346.000,-5.961,350.000,5.961
99.000,-2144.000,341.000,-5.961,346.000,5.961
99.000,-2104.000,337.000,-6.925,341.000,5.961
99.000,-2064.000,332.000,-6.925,337.000,6.925
99.000,-2025.000,328.000,-5.961,332.000,6.925
99.000,-1985.000,323.000,-5.961,328.000,5.961
99.000,-1945.000,319.000,-5.961,323.000,5.961
99.000,-1906.000,315.000,-5.961,319.000,5.961
100.000,-1866.000,311.000,-5.961,315.000,5.961
100.000,-1826.000,307.000,-5.961,311.000,5.961
100.000,-1786.000,304.000,-4.909,307.000,5.961
100.000,-1746.000,300.000,-4.909,304.000,4.909
100.000,-1707.000,296.000,-4.909,300.000,4.909
100.000,-1667.000,292.000,-5.961,296.000,4.909
100.000,-1627.000,288.000,-5.961,292.000,5.961
100.000,-1587.000,284.000,-5.961,288.000,5.961
100.000,-1548.000,280.000,-4.909,284.000,5.961
101.000,-1508.000,277.000,-4.909,280.000,4.909
101.000,-1468.000,273.000,-4.909,277.000,4.909
101.000,-1428.000,270.000,-4.909,273.000,4.909
101.000,-1388.000,266.000,-4.909,270.000,4.909
101.000,-1348.000,263.000,-4.909,266.000,4.909
101.000,-1309.000,259.000,-4.909,263.000,4.909
101.000,-1269.000,256.000,-4.909,259.000,4.909
101.000,-1229.000,252.000,-4.909,256.000,4.909
101.000,-1189.000,249.000,-4.909,252.000,4.909
102.000,-1149.000,245.000,-4.909,249.000,4.909
102.000,-1110.000,242.000,-3.945,245.000,4.909
102.000,-1069.000,239.000,-3.945,242.000,3.945
102.000,-1029.000,236.000,-3.945,239.000,3.945
102.000,-989.000,233.000,-4.909,236.000,3.945
102.000,-949.000,230.000,-4.909,233.000,4.909
102.000,-909.000,226.000,-3.945,230.000,4.909
102.000,-869.000,223.000,-3.945,226.000,3.945
102.000,-829.000,220.000,-3.945,223.000,3.945
102.000,-789.000,218.000,-3.945,220.000,3.945
103.000,-750.000,215.000,-3.945,218.000,3.945
103.000,-710.000,212.000,-3.945,215.000,3.945
103.000,-670.000,209.000,-3.945,212.000,3.945
103.000,-630.000,206.000,-3.945,209.000,3.945
103.000,-590.000,203.000,-3.945,206.000,3.945
103.000,-550.000,200.000,-3.945,203.000,3.945
103.000,-510.000,197.000,-3.945,200.000,3.945
103.000,-470.000,194.000,-3.945,197.000,3.945
103.000,-430.000,191.000,-3.945,194.000,3.945
104.000,-390.000,189.000,-2.981,191.000,3.945
104.000,-350.000,187.000,-2.981,189.000,2.981
